PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",0,1756227015228,1756227015444,Shift,16, weekly, physical-keyboard,0,0,0,1,216.0,,,210.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",1,1756227015360,1756227015438,W,87, weekly, physical-keyboard,0,0,0,1,78.0,132.0,,365.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",2,1756227015631,1756227015725,r,82, weekly, physical-keyboard,1,0,0,1,94.0,271.0,287.0,213.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",3,1756227015769,1756227015844,i,73, weekly, physical-keyboard,2,0,0,1,75.0,138.0,119.0,201.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",4,1756227015877,1756227015970,t,84, weekly, physical-keyboard,3,0,0,1,93.0,108.0,126.0,160.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",5,1756227015942,1756227016037,e,69, weekly, physical-keyboard,4,0,0,1,95.0,65.0,67.0,211.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",6,1756227016055,1756227016153, ,32, weekly, physical-keyboard,5,0,0,0,98.0,113.0,116.0,342.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",7,1756227016315,1756227016397,a,65, weekly, physical-keyboard,6,0,0,1,82.0,260.0,244.0,173.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",8,1756227016401,1756227016488, ,32, weekly, physical-keyboard,7,0,0,0,87.0,86.0,91.0,380.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",9,1756227016706,1756227016781,d,68, weekly, physical-keyboard,8,1,0,1,75.0,305.0,293.0,205.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",10,1756227016824,1756227016911,o,79, weekly, physical-keyboard,9,1,0,1,87.0,118.0,130.0,509.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",11,1756227017241,1756227017333,c,67, weekly, physical-keyboard,10,1,0,1,92.0,417.0,422.0,195.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",12,1756227017359,1756227017436,u,85, weekly, physical-keyboard,11,1,0,1,77.0,118.0,103.0,269.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",13,1756227017559,1756227017628,m,77, weekly, physical-keyboard,12,1,0,1,69.0,200.0,192.0,177.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",14,1756227017657,1756227017736,e,69, weekly, physical-keyboard,13,1,0,1,79.0,98.0,108.0,145.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",15,1756227017727,1756227017802,n,78, weekly, physical-keyboard,14,1,0,1,75.0,70.0,66.0,187.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",16,1756227017831,1756227017914,t,84, weekly, physical-keyboard,15,1,0,1,83.0,104.0,112.0,162.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",17,1756227017917,1756227017993, ,32, weekly, physical-keyboard,16,1,0,0,76.0,86.0,79.0,356.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",18,1756227018182,1756227018273,s,83, weekly, physical-keyboard,17,1,0,1,91.0,265.0,280.0,226.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",19,1756227018335,1756227018408,u,85, weekly, physical-keyboard,18,1,0,1,73.0,153.0,135.0,283.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",20,1756227018548,1756227018618,b,66, weekly, physical-keyboard,19,1,0,1,70.0,213.0,210.0,175.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",21,1756227018658,1756227018723,m,77, weekly, physical-keyboard,20,1,0,1,65.0,110.0,105.0,224.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",22,1756227018811,1756227018882,i,73, weekly, physical-keyboard,21,1,0,1,71.0,153.0,159.0,219.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",23,1756227018967,1756227019030,s,83, weekly, physical-keyboard,22,1,0,1,63.0,156.0,148.0,209.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",24,1756227019095,1756227019176,s,83, weekly, physical-keyboard,23,1,0,1,81.0,128.0,146.0,148.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",25,1756227019177,1756227019243,i,73, weekly, physical-keyboard,24,1,0,1,66.0,82.0,67.0,218.0
661564c766603e80ca4c3184,text-to-prompt,0,5,3,Write a document submission reminder that the Q3 report must be submitted by Friday noon and make sure it is uploaded to the shared folder.,"[8,36];[46,49];[132,138];[77,88]","[64,74];[109,118];[125,132]",26,1756227019323,1756227019395,o,79, weekly, physical-keyboard,25,1,0,1,72.0,146.0,152.0,248.0
